id,producto,cantidad,precio,fecha
7820,Tablet,8,469.41,2023-03-17
7821,Monitor,16,194.06,2023-07-05
7822,Impresora,9,134.22,2023-01-02
7823,Mouse,6,14.65,2023-04-29
7824,Mouse,14,16.19,2023-02-24
7825,Mouse,14,19.15,2023-07-02
7826,Monitor,2,114.7,2023-03-18
7827,Mouse,3,24.01,2023-12-26
7828,Teléfono,8,640.5,2023-11-22
7829,Laptop,16,902.84,2023-07-01
7830,Teléfono,20,713.46,2023-07-26
7831,Mouse,17,29.99,2023-06-07
7832,Monitor,3,286.9,2023-06-03
7833,Monitor,17,146.55,2023-12-08
7834,Teclado,6,42.71,2023-08-06
7835,Tablet,7,204.22,2023-06-02
7836,Monitor,9,311.29,2023-03-18
7837,Tablet,17,441.41,2023-08-20
7838,Mouse,2,25.2,2023-04-08
7839,Teclado,10,30.76,2023-09-24
7840,Tablet,11,424.49,2023-10-17
7841,Teléfono,8,208.22,2023-09-01
7842,Tablet,18,196.24,2023-07-03
7843,Tablet,9,376.73,2023-03-18
7844,Teléfono,15,454.89,2023-08-14
7845,Impresora,7,142.28,2023-11-17
7846,Tablet,8,172.95,2023-03-10
7847,Impresora,7,215.85,2023-09-19
7848,Laptop,20,1406.64,2023-07-16
7849,Teléfono,17,798.18,2023-09-11
7850,Tablet,15,330.29,2023-04-18
7851,Impresora,3,244.94,2023-11-13
7852,Teclado,3,46.74,2023-06-15
7853,Teclado,8,28.3,2023-03-13
7854,Impresora,16,242.18,2023-08-13
7855,Laptop,3,880.45,2023-03-03
7856,Monitor,3,389.77,2023-10-29
7857,Teclado,13,23.05,2023-08-07
7858,Mouse,11,19.27,2023-07-07
7859,Monitor,7,212.41,2023-06-12
7860,Teclado,6,37.32,2023-10-13
7861,Mouse,2,20.98,2023-02-11
7862,Mouse,1,13.69,2023-07-18
7863,Laptop,12,1325.69,2023-10-16
7864,Tablet,10,297.37,2023-12-20
7865,Teclado,4,34.39,2023-02-03
7866,Tablet,5,403.53,2023-04-08
7867,Teléfono,10,361.49,2023-09-25
7868,Laptop,5,969.22,2023-06-08
7869,Teclado,18,46.95,2023-05-09
7870,Teléfono,14,347.02,2023-11-28
7871,Teléfono,14,258.9,2023-10-18
7872,Impresora,10,141.3,2023-06-15
7873,Monitor,3,160.44,2023-06-30
7874,Impresora,16,246.98,2023-08-09
7875,Laptop,3,1307.51,2023-02-11
7876,Monitor,12,110.03,2023-04-29
7877,Monitor,9,312.01,2023-05-12
7878,Tablet,18,175.31,2023-10-27
7879,Teléfono,15,567.08,2023-01-05
7880,Teléfono,12,264.01,2023-10-07
7881,Monitor,20,197.33,2023-07-10
7882,Impresora,17,239.35,2023-10-26
7883,Teclado,18,41.54,2023-03-11
7884,Teclado,1,45.67,2023-03-02
7885,Teclado,18,22.18,2023-07-03
7886,Mouse,6,11.98,2023-10-29
7887,Teclado,9,47.4,2023-12-06
7888,Tablet,4,302.39,2023-07-23
7889,Impresora,8,167.66,2023-02-18
7890,Mouse,6,17.15,2023-05-29
7891,Tablet,11,302.5,2023-12-07
7892,Teléfono,11,763.32,2023-11-28
7893,Tablet,14,222.27,2023-06-15
7894,Monitor,18,179.39,2023-07-12
7895,Laptop,1,826.55,2023-05-07
7896,Teclado,6,39.4,2023-08-02
7897,Monitor,20,287.79,2023-08-18
7898,Teléfono,2,551.92,2023-05-14
7899,Mouse,8,13.77,2023-12-27
7900,Teléfono,15,428.85,2023-05-11
7901,Laptop,8,1266.27,2023-03-12
7902,Mouse,3,16.26,2023-05-25
7903,Teléfono,14,377.68,2023-09-03
7904,Impresora,4,200.52,2023-07-26
7905,Mouse,7,17.96,2023-09-17
7906,Teclado,7,46.92,2023-07-26
7907,Mouse,17,20.13,2023-11-02
7908,Tablet,2,230.38,2023-04-15
7909,Teléfono,16,516.76,2023-02-24
7910,Tablet,1,392.96,2023-08-10
7911,Teléfono,6,430.21,2023-06-28
7912,Impresora,12,111.66,2023-11-08
7913,Tablet,14,293.84,2023-04-21
7914,Teléfono,16,370.66,2023-09-27
7915,Teclado,12,30.18,2023-10-20
7916,Monitor,17,208.62,2023-08-18
7917,Monitor,9,258.54,2023-06-03
7918,Teléfono,8,591.34,2023-06-21
7919,Impresora,10,138.24,2023-10-17
7920,Monitor,6,206.35,2023-04-21
7921,Mouse,9,27.39,2023-08-05
7922,Tablet,10,410.58,2023-05-01
7923,Mouse,19,25.0,2023-10-30
7924,Mouse,9,21.81,2023-01-20
7925,Monitor,16,248.21,2023-08-20
7926,Teclado,1,48.91,2023-08-05
7927,Teclado,8,45.75,2023-10-22
7928,Teléfono,11,565.07,2023-10-04
7929,Impresora,10,219.27,2023-10-10
7930,Monitor,1,134.31,2023-06-20
7931,Monitor,17,366.52,2023-06-18
7932,Tablet,13,424.85,2023-11-27
7933,Monitor,3,218.54,2023-04-12
7934,Mouse,4,16.33,2023-07-05
7935,Teléfono,10,387.4,2023-07-30
7936,Impresora,15,180.1,2023-05-16
7937,Mouse,5,22.83,2023-03-24
7938,Monitor,13,138.77,2023-04-08
7939,Laptop,10,1012.09,2023-11-01
7940,Teclado,8,22.92,2023-05-20
7941,Monitor,18,219.67,2023-03-17
7942,Mouse,11,24.0,2023-08-10
7943,Teléfono,14,746.01,2023-11-28
7944,Teclado,2,19.89,2023-06-04
7945,Tablet,19,299.6,2023-05-04
7946,Tablet,2,497.14,2023-05-20
7947,Monitor,15,101.64,2023-01-24
7948,Tablet,18,362.88,2023-07-26
7949,Mouse,7,16.0,2023-12-18
7950,Mouse,5,16.71,2023-03-27
7951,Teléfono,19,694.02,2023-01-29
7952,Impresora,20,94.08,2023-07-12
7953,Laptop,18,1162.56,2023-08-30
7954,Mouse,11,18.61,2023-05-11
7955,Teclado,19,29.68,2023-12-25
7956,Impresora,12,178.03,2023-05-04
7957,Monitor,14,211.98,2023-12-25
7958,Teclado,16,32.89,2023-08-17
7959,Mouse,1,16.7,2023-09-03
7960,Mouse,19,22.28,2023-03-12
7961,Teléfono,11,558.48,2023-02-24
7962,Teléfono,15,603.46,2023-12-01
7963,Tablet,9,350.94,2023-09-29
7964,Teclado,18,28.13,2023-06-20
7965,Monitor,16,325.84,2023-03-21
7966,Teclado,5,33.11,2023-02-03
7967,Impresora,10,140.76,2023-09-20
7968,Tablet,9,338.94,2023-09-01
7969,Impresora,11,148.65,2023-12-14
7970,Monitor,11,391.59,2023-01-09
7971,Laptop,13,1328.75,2023-11-16
7972,Monitor,10,306.74,2023-07-24
7973,Impresora,7,203.38,2023-09-01
7974,Teclado,8,23.61,2023-10-07
7975,Laptop,10,928.25,2023-12-15
7976,Impresora,19,235.83,2023-04-30
7977,Teléfono,5,518.84,2023-03-24
7978,Mouse,7,13.3,2023-05-22
7979,Tablet,13,207.65,2023-07-21
7980,Mouse,19,29.48,2023-10-31
7981,Mouse,7,20.88,2023-01-07
7982,Laptop,18,854.21,2023-01-21
7983,Teléfono,1,775.5,2023-10-31
7984,Tablet,1,369.51,2023-03-21
7985,Monitor,5,282.35,2023-03-17
7986,Laptop,17,1060.09,2023-06-17
7987,Teléfono,16,356.0,2023-02-07
7988,Teléfono,16,549.14,2023-03-16
7989,Monitor,19,396.94,2023-08-02
7990,Monitor,19,382.98,2023-08-08
7991,Impresora,12,169.81,2023-12-20
7992,Monitor,1,370.49,2023-01-21
7993,Impresora,8,94.4,2023-03-02
7994,Tablet,10,323.18,2023-06-25
7995,Mouse,11,22.95,2023-07-13
7996,Monitor,16,135.89,2023-10-24
7997,Mouse,9,18.74,2023-12-28
7998,Monitor,4,348.87,2023-10-18
7999,Teléfono,11,634.26,2023-12-10
8000,Tablet,17,370.02,2023-01-17
8001,Teclado,11,17.45,2023-03-18
8002,Impresora,17,222.94,2023-07-11
8003,Teclado,4,37.73,2023-12-07
8004,Impresora,19,157.65,2023-10-03
8005,Tablet,18,260.24,2023-02-03
8006,Laptop,6,807.33,2023-06-21
8007,Tablet,15,255.01,2023-08-09
8008,Monitor,18,243.12,2023-07-27
8009,Mouse,8,27.56,2023-06-23
8010,Impresora,5,226.54,2023-07-29
8011,Impresora,10,164.04,2023-12-15
8012,Monitor,9,256.35,2023-03-05
8013,Mouse,1,20.86,2023-05-31
8014,Impresora,19,163.87,2023-05-06
8015,Teléfono,15,764.34,2023-11-11
8016,Tablet,9,227.41,2023-08-14
8017,Mouse,9,16.06,2023-11-04
8018,Mouse,8,12.58,2023-11-27
8019,Teléfono,19,768.8,2023-04-11
8020,Impresora,13,238.83,2023-03-27
8021,Mouse,18,16.48,2023-05-29
8022,Tablet,8,286.85,2023-07-24
8023,Mouse,1,14.09,2023-12-15
8024,Impresora,8,88.49,2023-07-28
8025,Laptop,13,726.52,2023-05-11
8026,Monitor,18,341.03,2023-09-01
8027,Teléfono,7,708.88,2023-11-24
8028,Mouse,7,13.53,2023-01-07
8029,Laptop,20,1105.73,2023-06-12
8030,Teléfono,8,391.0,2023-01-28
8031,Monitor,1,253.64,2023-05-16
8032,Mouse,14,20.51,2023-04-17
8033,Teclado,7,20.38,2023-11-24
8034,Tablet,18,439.75,2023-11-07
8035,Tablet,6,308.92,2023-03-26
8036,Teclado,11,19.11,2023-12-21
8037,Impresora,11,177.95,2023-03-23
8038,Monitor,12,273.69,2023-05-31
8039,Laptop,5,1342.61,2023-10-20
8040,Tablet,4,486.86,2023-12-13
8041,Teclado,13,24.1,2023-05-21
8042,Tablet,2,463.99,2023-06-24
8043,Mouse,16,20.59,2023-01-30
8044,Mouse,11,19.23,2023-03-16
8045,Impresora,1,89.3,2023-08-11
8046,Teléfono,6,458.29,2023-04-26
8047,Teléfono,3,200.55,2023-07-05
8048,Teléfono,14,784.25,2023-12-12
8049,Mouse,2,12.56,2023-09-09
8050,Teclado,15,30.39,2023-02-06
8051,Impresora,1,87.8,2023-10-14
8052,Teléfono,17,671.4,2023-02-06
8053,Tablet,6,355.22,2023-09-13
8054,Impresora,6,107.9,2023-10-02
8055,Laptop,13,787.87,2023-02-11
8056,Monitor,20,247.5,2023-04-06
8057,Teclado,9,46.86,2023-11-08
8058,Laptop,16,908.29,2023-12-17
8059,Tablet,13,417.02,2023-03-30
8060,Tablet,2,254.83,2023-07-05
8061,Monitor,4,268.58,2023-07-30
8062,Mouse,16,20.06,2023-02-04
8063,Laptop,2,913.86,2023-06-25
8064,Laptop,2,896.87,2023-07-14
8065,Laptop,15,828.14,2023-08-30
8066,Teclado,11,44.25,2023-07-19
8067,Teléfono,5,244.06,2023-07-30
8068,Laptop,10,1273.77,2023-01-11
8069,Teléfono,18,553.96,2023-09-18
8070,Laptop,18,1051.44,2023-08-31
8071,Teclado,14,37.04,2023-09-16
8072,Teclado,9,26.1,2023-12-18
8073,Teclado,8,47.17,2023-02-07
8074,Laptop,4,1106.7,2023-01-20
8075,Teléfono,20,633.22,2023-07-29
8076,Mouse,20,24.81,2023-03-27
8077,Teclado,4,44.79,2023-06-09
8078,Monitor,4,264.63,2023-03-17
8079,Monitor,6,379.83,2023-11-25
8080,Laptop,4,928.14,2023-02-21
8081,Teclado,12,48.47,2023-07-03
8082,Laptop,5,977.02,2023-12-15
8083,Impresora,12,242.08,2023-03-02
8084,Teclado,7,34.75,2023-12-23
8085,Teclado,8,46.98,2023-10-10
8086,Monitor,10,319.84,2023-01-23
8087,Tablet,10,453.88,2023-03-24
8088,Laptop,8,1166.38,2023-12-24
8089,Mouse,10,21.47,2023-01-25
8090,Monitor,15,322.77,2023-06-04
8091,Mouse,16,28.88,2023-05-10
8092,Monitor,4,287.72,2023-03-21
8093,Impresora,7,108.72,2023-03-29
8094,Mouse,16,17.16,2023-01-13
8095,Teléfono,4,706.2,2023-09-08
8096,Teclado,12,48.63,2023-12-06
8097,Laptop,14,1215.58,2023-01-09
8098,Impresora,19,103.13,2023-05-19
8099,Tablet,16,193.21,2023-02-25
8100,Impresora,3,194.92,2023-12-11
8101,Tablet,6,327.14,2023-11-12
8102,Impresora,5,171.54,2023-09-26
8103,Teclado,13,39.92,2023-07-07
8104,Laptop,17,1125.06,2023-02-04
8105,Impresora,4,218.49,2023-04-09
8106,Laptop,12,1188.19,2023-10-02
8107,Laptop,15,1221.46,2023-12-30
8108,Laptop,17,935.61,2023-12-08
8109,Mouse,11,14.29,2023-10-31
8110,Tablet,12,394.7,2023-05-15
8111,Tablet,18,470.84,2023-04-13
8112,Laptop,14,1288.92,2023-12-25
8113,Laptop,12,1108.39,2023-06-18
8114,Tablet,19,198.8,2023-04-24
8115,Teclado,5,15.19,2023-11-05
8116,Laptop,14,954.28,2023-10-24
8117,Tablet,5,440.08,2023-09-11
8118,Tablet,14,439.53,2023-11-15
8119,Impresora,17,131.4,2023-08-05
8120,Laptop,7,948.29,2023-04-24
8121,Monitor,6,214.21,2023-04-19
8122,Teléfono,8,589.25,2023-03-27
8123,Tablet,3,486.62,2023-09-09
8124,Mouse,7,17.89,2023-04-02
8125,Tablet,13,295.29,2023-03-02
8126,Impresora,10,187.65,2023-02-25
8127,Mouse,11,27.13,2023-07-17
8128,Tablet,16,446.15,2023-02-02
8129,Laptop,20,908.77,2023-05-22
8130,Laptop,8,1464.64,2023-12-12
8131,Teclado,13,48.15,2023-07-16
8132,Mouse,12,28.47,2023-08-01
8133,Laptop,19,1358.38,2023-03-16
8134,Tablet,20,366.67,2023-02-08
8135,Mouse,9,14.93,2023-07-27
8136,Monitor,11,163.22,2023-12-06
8137,Teclado,3,43.17,2023-03-06
8138,Teléfono,11,601.65,2023-06-05
8139,Mouse,20,27.99,2023-03-01
8140,Impresora,18,231.89,2023-01-30
8141,Teclado,11,15.79,2023-02-22
8142,Impresora,9,83.05,2023-04-09
8143,Mouse,7,11.37,2023-08-11
8144,Monitor,17,178.03,2023-05-07
8145,Monitor,16,329.55,2023-11-08
8146,Laptop,17,1497.88,2023-05-21
8147,Teléfono,8,798.53,2023-04-12
8148,Impresora,17,215.98,2023-01-03
8149,Tablet,11,447.41,2023-05-30
8150,Teléfono,20,329.92,2023-04-24
8151,Teléfono,3,213.35,2023-10-31
8152,Mouse,11,29.75,2023-01-05
8153,Mouse,20,17.98,2023-04-18
8154,Laptop,4,1343.45,2023-08-05
8155,Monitor,14,139.56,2023-02-18
8156,Impresora,7,197.24,2023-08-02
8157,Teclado,11,38.26,2023-09-25
8158,Teléfono,8,595.65,2023-05-07
8159,Mouse,5,21.14,2023-08-09
8160,Monitor,11,262.48,2023-03-10
8161,Teléfono,9,607.12,2023-02-13
8162,Mouse,12,21.63,2023-07-18
8163,Impresora,2,175.94,2023-02-27
8164,Teclado,2,16.29,2023-10-31
8165,Monitor,1,377.03,2023-05-10
8166,Teléfono,12,637.38,2023-09-11
8167,Teclado,8,17.81,2023-08-28
8168,Laptop,7,1262.84,2023-08-16
8169,Laptop,14,1180.82,2023-05-31
8170,Teléfono,12,587.12,2023-05-22
8171,Teléfono,18,571.08,2023-09-06
8172,Monitor,20,115.0,2023-06-23
8173,Monitor,6,121.18,2023-06-04
8174,Laptop,19,929.87,2023-05-24
8175,Impresora,5,234.76,2023-01-14
8176,Teléfono,6,532.25,2023-09-21
8177,Impresora,2,146.95,2023-01-08
8178,Teléfono,11,689.86,2023-09-30
8179,Mouse,4,19.44,2023-08-24
8180,Teléfono,11,769.43,2023-04-16
8181,Teléfono,20,714.04,2023-01-28
8182,Monitor,12,108.46,2023-03-10
8183,Impresora,1,158.83,2023-02-19
8184,Mouse,2,29.41,2023-01-30
8185,Laptop,4,843.07,2023-05-11
8186,Tablet,17,494.29,2023-11-11
8187,Tablet,5,202.52,2023-05-03
8188,Laptop,16,848.66,2023-03-21
8189,Monitor,9,114.5,2023-09-07
8190,Laptop,9,728.85,2023-09-23
8191,Teclado,11,30.12,2023-02-24
8192,Mouse,15,17.62,2023-06-11
8193,Laptop,15,1436.41,2023-05-15
8194,Teclado,9,46.7,2023-09-02
8195,Teclado,18,28.84,2023-01-12
8196,Tablet,18,379.97,2023-12-14
8197,Teléfono,6,610.33,2023-04-26
8198,Teléfono,13,354.05,2023-04-24
8199,Impresora,17,133.76,2023-05-09
8200,Impresora,12,163.53,2023-09-02
8201,Mouse,5,15.63,2023-08-23
8202,Teléfono,3,632.51,2023-11-23
8203,Tablet,8,421.07,2023-07-23
8204,Monitor,7,334.03,2023-09-09
8205,Teclado,14,43.48,2023-05-21
8206,Tablet,12,255.79,2023-12-01
8207,Tablet,19,345.94,2023-01-02
8208,Laptop,19,1177.72,2023-05-04
8209,Monitor,2,349.7,2023-04-01
8210,Monitor,13,279.56,2023-04-15
8211,Tablet,18,391.16,2023-06-01
8212,Monitor,12,291.31,2023-03-07
8213,Impresora,5,203.14,2023-04-11
8214,Mouse,8,14.68,2023-05-27
8215,Mouse,10,23.28,2023-05-05
8216,Mouse,11,24.25,2023-07-23
8217,Mouse,20,19.65,2023-06-28
8218,Monitor,5,352.17,2023-05-04
8219,Impresora,17,164.11,2023-04-05
8220,Monitor,18,300.1,2023-11-17
8221,Teclado,7,39.39,2023-01-03
8222,Monitor,15,282.11,2023-12-06
8223,Teclado,12,46.25,2023-09-29
8224,Impresora,6,154.67,2023-12-15
8225,Tablet,11,463.82,2023-03-17
8226,Monitor,3,185.66,2023-01-04
8227,Laptop,19,1427.47,2023-12-12
8228,Tablet,20,471.76,2023-04-26
8229,Monitor,3,178.24,2023-07-08
8230,Impresora,17,116.9,2023-03-22
8231,Mouse,12,15.37,2023-05-17
8232,Teclado,4,44.95,2023-08-02
8233,Impresora,18,129.65,2023-08-16
8234,Teléfono,15,596.05,2023-03-31
8235,Laptop,1,1416.99,2023-05-14
8236,Mouse,19,15.7,2023-11-05
8237,Impresora,12,109.52,2023-01-06
8238,Mouse,7,14.38,2023-04-29
8239,Mouse,14,17.66,2023-04-06
8240,Impresora,1,132.53,2023-03-05
8241,Monitor,20,190.78,2023-09-11
8242,Teclado,11,23.74,2023-03-14
8243,Monitor,10,311.99,2023-01-01
8244,Teléfono,1,487.8,2023-10-28
8245,Impresora,19,244.89,2023-10-16
8246,Laptop,3,1425.28,2023-02-07
8247,Mouse,1,12.58,2023-02-23
8248,Teclado,17,15.48,2023-01-26
8249,Teléfono,6,364.98,2023-12-16
8250,Tablet,17,441.06,2023-06-03
8251,Teclado,20,17.73,2023-04-05
8252,Monitor,6,306.52,2023-12-04
8253,Impresora,1,135.86,2023-11-26
8254,Impresora,7,120.82,2023-01-14
8255,Teléfono,19,792.5,2023-02-02
8256,Laptop,6,1397.34,2023-11-27
8257,Laptop,10,1029.77,2023-07-15
8258,Teclado,20,38.55,2023-06-29
8259,Teclado,14,25.45,2023-01-13
8260,Monitor,1,213.64,2023-10-30
8261,Impresora,4,218.32,2023-10-29
8262,Teléfono,9,628.02,2023-05-22
8263,Mouse,1,29.26,2023-08-28
8264,Monitor,20,179.29,2023-06-23
8265,Monitor,4,232.17,2023-01-09
8266,Monitor,16,191.16,2023-06-17
8267,Mouse,9,16.33,2023-06-15
8268,Impresora,3,94.72,2023-11-24
8269,Monitor,16,165.46,2023-04-13
8270,Laptop,3,895.49,2023-04-03
8271,Tablet,6,478.47,2023-09-17
8272,Teclado,11,22.75,2023-03-29
8273,Monitor,20,172.35,2023-10-04
8274,Mouse,12,21.94,2023-08-13
8275,Impresora,16,248.93,2023-05-28
8276,Teléfono,9,611.84,2023-12-02
8277,Teléfono,14,306.97,2023-10-13
8278,Teclado,12,44.78,2023-05-29
8279,Impresora,15,198.04,2023-10-10
8280,Laptop,17,1277.26,2023-09-27
8281,Laptop,9,1268.92,2023-09-17
8282,Monitor,20,150.1,2023-07-01
8283,Teclado,12,26.8,2023-02-14
8284,Teclado,18,27.56,2023-06-15
8285,Impresora,19,148.67,2023-01-14
8286,Impresora,5,152.97,2023-12-23
8287,Teléfono,9,403.07,2023-04-10
8288,Teléfono,10,592.77,2023-01-29
8289,Laptop,1,1470.86,2023-10-01
8290,Teclado,19,39.33,2023-09-17
8291,Teclado,14,36.83,2023-08-17
8292,Teléfono,14,509.78,2023-01-29
8293,Laptop,16,1365.49,2023-11-10
8294,Tablet,10,252.04,2023-01-15
8295,Monitor,3,235.99,2023-07-24
8296,Laptop,4,1266.57,2023-06-07
8297,Monitor,3,387.09,2023-01-30
8298,Mouse,9,19.82,2023-07-25
8299,Laptop,10,771.38,2023-08-02
8300,Laptop,19,1482.71,2023-02-15
8301,Laptop,16,1143.42,2023-12-31
8302,Monitor,16,159.64,2023-07-04
8303,Impresora,9,125.47,2023-01-28
8304,Teléfono,16,295.19,2023-05-25
8305,Teléfono,20,696.37,2023-12-23
8306,Impresora,6,187.73,2023-01-02
8307,Impresora,16,202.56,2023-05-13
8308,Monitor,17,350.23,2023-01-09
8309,Laptop,13,1084.97,2023-04-13
8310,Mouse,5,19.51,2023-09-13
8311,Teclado,8,19.81,2023-09-14
8312,Laptop,18,804.79,2023-10-14
8313,Monitor,4,286.14,2023-02-14
8314,Impresora,7,186.38,2023-01-24
8315,Monitor,18,105.78,2023-01-13
8316,Monitor,1,295.33,2023-03-10
8317,Teléfono,15,717.22,2023-10-17
8318,Teléfono,11,597.29,2023-05-25
8319,Laptop,10,1377.05,2023-12-07
8320,Tablet,11,439.52,2023-10-12
8321,Laptop,8,1276.57,2023-10-09
8322,Laptop,18,876.09,2023-04-11
8323,Monitor,6,199.3,2023-10-14
8324,Tablet,16,275.57,2023-12-23
8325,Tablet,9,462.17,2023-12-14
8326,Laptop,3,753.8,2023-06-22
8327,Laptop,3,964.43,2023-04-14
8328,Tablet,10,344.11,2023-07-26
8329,Tablet,6,250.77,2023-03-29
8330,Mouse,13,12.02,2023-05-25
8331,Tablet,16,316.05,2023-04-10
8332,Laptop,8,715.2,2023-10-25
8333,Impresora,10,99.94,2023-10-24
8334,Teléfono,3,338.25,2023-06-13
8335,Laptop,14,751.43,2023-10-24
8336,Laptop,9,1293.96,2023-07-29
8337,Tablet,19,314.76,2023-07-15
8338,Mouse,14,18.52,2023-03-29
8339,Laptop,20,1277.13,2023-01-21
8340,Impresora,3,232.06,2023-09-25
8341,Impresora,14,206.93,2023-09-09
8342,Laptop,6,1055.15,2023-09-04
8343,Laptop,5,1410.09,2023-07-14
8344,Teclado,3,38.59,2023-05-31
8345,Laptop,19,1122.3,2023-01-07
8346,Mouse,7,23.38,2023-04-09
8347,Monitor,19,153.23,2023-03-11
8348,Mouse,1,23.73,2023-03-27
8349,Mouse,20,18.79,2023-10-08
8350,Tablet,8,286.66,2023-12-29
8351,Impresora,1,184.76,2023-01-03
8352,Monitor,16,141.1,2023-09-14
8353,Teléfono,12,243.11,2023-08-05
8354,Laptop,12,774.24,2023-08-07
8355,Teléfono,15,504.96,2023-05-02
8356,Tablet,17,197.88,2023-03-22
8357,Mouse,12,19.69,2023-08-05
8358,Teléfono,2,671.12,2023-12-08
8359,Tablet,17,442.63,2023-02-24
8360,Impresora,20,154.51,2023-10-21
8361,Mouse,14,18.39,2023-03-13
8362,Teclado,3,31.52,2023-09-20
8363,Mouse,12,25.01,2023-01-08
8364,Mouse,8,18.76,2023-04-10
8365,Tablet,10,283.35,2023-03-18
8366,Mouse,8,26.54,2023-10-17
8367,Teclado,2,22.35,2023-02-09
8368,Teclado,13,29.34,2023-09-07
8369,Monitor,15,283.39,2023-09-10
8370,Impresora,13,241.63,2023-04-02
8371,Teléfono,9,778.92,2023-01-29
8372,Tablet,4,316.0,2023-01-08
8373,Impresora,16,84.09,2023-10-23
8374,Teléfono,9,578.03,2023-04-19
8375,Mouse,18,12.52,2023-05-02
8376,Mouse,7,21.41,2023-01-31
8377,Laptop,19,1231.74,2023-06-27
8378,Monitor,20,347.23,2023-08-23
8379,Impresora,4,159.94,2023-07-04
8380,Impresora,20,236.96,2023-04-14
8381,Mouse,7,19.05,2023-12-11
8382,Teléfono,4,640.54,2023-12-04
8383,Teclado,19,20.3,2023-06-01
8384,Mouse,17,21.25,2023-06-01
8385,Teléfono,15,663.89,2023-10-14
8386,Laptop,10,1177.51,2023-03-25
8387,Impresora,7,156.47,2023-01-10
8388,Teclado,11,49.07,2023-09-13
8389,Monitor,5,262.82,2023-12-29
8390,Monitor,6,147.77,2023-02-27
8391,Teclado,17,40.21,2023-05-06
8392,Monitor,7,268.81,2023-11-03
8393,Mouse,4,29.53,2023-03-09
8394,Tablet,11,272.94,2023-11-02
8395,Monitor,12,127.79,2023-03-07
8396,Teclado,3,36.88,2023-03-23
8397,Teclado,4,24.46,2023-03-01
8398,Teclado,1,21.23,2023-02-21
8399,Tablet,16,263.14,2023-12-19
8400,Monitor,11,320.41,2023-03-18
8401,Teléfono,17,563.84,2023-11-27
8402,Mouse,4,12.97,2023-04-26
8403,Mouse,10,11.14,2023-12-07
8404,Teclado,18,41.65,2023-05-09
8405,Monitor,14,334.43,2023-08-02
8406,Teclado,8,25.04,2023-03-22
8407,Laptop,17,1218.83,2023-01-04
8408,Mouse,2,16.82,2023-04-22
8409,Laptop,12,892.95,2023-12-20
8410,Mouse,18,26.53,2023-03-02
8411,Laptop,7,1077.19,2023-01-23
8412,Tablet,10,478.59,2023-01-02
8413,Teléfono,12,430.19,2023-02-09
8414,Tablet,3,301.85,2023-03-12
8415,Tablet,8,200.76,2023-10-11
8416,Mouse,19,22.13,2023-03-19
8417,Impresora,8,190.09,2023-12-05
8418,Impresora,3,141.93,2023-09-19
8419,Tablet,1,173.19,2023-08-07
8420,Laptop,9,1322.04,2023-02-23
8421,Impresora,8,210.42,2023-04-15
8422,Impresora,1,188.14,2023-11-29
8423,Mouse,6,28.91,2023-09-08
8424,Tablet,6,249.98,2023-03-14
8425,Monitor,1,267.55,2023-08-28
8426,Teclado,2,22.3,2023-07-29
8427,Teclado,8,18.8,2023-07-30
8428,Laptop,19,783.22,2023-08-18
8429,Tablet,17,445.66,2023-07-08
8430,Teclado,13,26.27,2023-07-09
8431,Laptop,1,1136.23,2023-04-28
8432,Monitor,18,210.57,2023-03-04
8433,Monitor,8,124.17,2023-04-26
8434,Monitor,9,192.86,2023-11-18
8435,Laptop,10,1436.7,2023-09-03
8436,Impresora,17,245.13,2023-12-03
8437,Monitor,6,362.87,2023-05-28
8438,Teclado,4,43.29,2023-05-18
8439,Laptop,15,1149.84,2023-08-17
8440,Mouse,19,11.8,2023-03-03
8441,Monitor,3,260.45,2023-02-18
8442,Teclado,5,38.31,2023-02-20
8443,Teléfono,4,355.11,2023-11-08
8444,Teclado,16,36.66,2023-04-01
8445,Laptop,19,966.59,2023-01-28
8446,Tablet,19,227.21,2023-08-20
8447,Tablet,17,240.98,2023-05-18
8448,Teclado,1,31.74,2023-05-27
8449,Laptop,20,726.83,2023-09-19
8450,Teclado,20,30.23,2023-05-19
8451,Monitor,13,346.0,2023-04-02
8452,Mouse,9,12.45,2023-05-19
8453,Laptop,17,863.08,2023-01-18
8454,Teléfono,15,606.37,2023-06-06
8455,Monitor,11,272.43,2023-12-29
8456,Mouse,12,16.97,2023-10-31
8457,Teclado,4,33.59,2023-03-01
8458,Teléfono,5,534.64,2023-07-27
8459,Mouse,9,29.71,2023-05-12
8460,Teclado,2,29.53,2023-11-15
8461,Teclado,5,46.1,2023-11-10
8462,Impresora,8,190.97,2023-06-12
8463,Monitor,16,238.55,2023-11-19
8464,Teléfono,14,224.91,2023-09-14
8465,Tablet,4,430.16,2023-02-09
8466,Teléfono,10,400.1,2023-05-17
8467,Mouse,12,28.99,2023-10-28
8468,Tablet,1,388.58,2023-08-06
8469,Monitor,13,346.86,2023-03-29
8470,Mouse,14,13.96,2023-02-18
8471,Mouse,8,23.62,2023-07-19
8472,Tablet,7,310.38,2023-12-09
8473,Teléfono,5,317.28,2023-02-14
8474,Mouse,11,27.79,2023-09-13
8475,Teléfono,1,351.63,2023-09-20
8476,Tablet,4,331.48,2023-05-30
8477,Tablet,14,174.82,2023-11-14
